customer_id,gender,age,city,booking_source,membership_type,membership_duration_months,loyalty_member,total_visits,days_since_last_visit,avg_visit_gap_days,preferred_service,num_services_used,has_preferred_employee,employee_change_count,avg_spend_per_visit,last_visit_spend,total_spend,products_purchased,product_spend,feedback_given,avg_rating,num_complaints,offers_redeemed,appointments_cancelled,appointments_no_show,avg_advance_booking_days,sms_sent,sms_responses,sms_response_rate,referrals_made,visit_time_preference,churn_risk_category,churn
CUST00015,Female,42,Mumbai,AI_Calling,Silver,6.0,1,7,160,46,Cleanup,1,1,1,785.88,644.36,5501.16,0,0.0,0,4.3,0,1,0,3,3,4,1,0.25,0,Evening,High,1
CUST00016,Female,44,Aurangabad,Social_Media,Platinum,4.0,1,4,8,33,Blowout,1,1,2,704.92,1014.25,2819.68,1,563.43,1,2.7,0,1,2,2,2,2,1,0.5,0,Morning,High,1
CUST00017,Male,37,Aurangabad,Social_Media,Gold,3.0,1,1,143,43,Massage,5,0,2,1349.53,1358.64,1349.53,1,221.77,1,4.2,2,2,0,1,2,8,5,0.62,0,No_Preference,High,1
CUST00018,Female,62,Nashik,Phone_Call,Gold,11.0,1,8,75,38,Manicure,3,1,4,545.36,468.54,4362.88,2,739.06,0,2.2,1,0,0,2,2,5,0,0.0,0,Weekend,High,1
CUST00019,Female,21,Aurangabad,AI_Calling,None,,0,3,0,21,Haircut,4,1,1,1099.68,1573.27,3299.04,1,75.41,1,3.3,0,2,0,0,0,5,5,1.0,1,Evening,Low,1
CUST00020,Female,24,Nagpur,AI_Calling,Silver,6.0,1,4,143,36,Massage,2,1,1,484.27,618.86,1937.08,0,0.0,1,3.3,0,5,3,1,5,13,2,0.15,1,No_Preference,Medium,1
CUST00021,Female,28,Nashik,Referral,Silver,9.0,1,4,37,33,Keratin,4,0,2,808.1,827.46,3232.4,1,149.21,1,3.5,0,3,0,0,6,8,2,0.25,0,Afternoon,Medium,0
CUST00022,Female,43,Aurangabad,Phone_Call,Gold,2.0,1,1,66,39,Haircut,3,0,0,614.5,875.02,614.5,0,0.0,1,4.6,1,2,1,0,6,8,3,0.38,0,Morning,Low-Medium,0
CUST00023,Female,33,Amravati,WhatsApp,Gold,5.0,1,11,132,10,Massage,5,1,1,150.0,223.34,1650.0,0,0.0,1,3.4,1,1,0,1,3,10,2,0.2,1,Morning,Low,0
CUST00024,Female,40,Latur,Phone_Call,None,,0,1,97,40,Haircut,2,1,0,533.69,768.16,533.69,0,0.0,0,2.4,0,0,1,2,5,5,2,0.4,0,Morning,High,1
CUST00025,Male,37,Solapur,AI_Calling,Platinum,11.0,1,18,204,7,Facial,2,0,1,763.25,875.42,13738.5,0,0.0,0,3.9,0,0,1,0,11,7,3,0.43,0,No_Preference,Low,0
CUST00026,Female,30,Nagpur,Walk_In,Gold,10.0,1,13,164,7,Facial,1,1,0,150.0,125.07,1950.0,2,494.31,0,2.4,1,0,1,0,1,14,4,0.29,1,Weekend,Low-Medium,0
CUST00027,Female,33,Pune,AI_Calling,Silver,8.0,1,13,217,35,Facial,3,1,2,931.0,644.49,12103.0,1,703.65,0,3.7,2,1,0,0,6,5,0,0.0,1,Afternoon,Medium,1
CUST00028,Female,18,Solapur,AI_Calling,Gold,11.0,1,1,0,7,Keratin,2,1,0,863.72,1184.7,863.72,2,403.65,0,3.7,2,2,1,1,3,3,1,0.33,0,Morning,High,1
CUST00029,Female,26,Kolhapur,Social_Media,Silver,2.0,1,12,169,26,Threading,3,1,0,1445.87,1382.24,17350.44,1,411.77,1,3.2,2,4,1,0,6,5,1,0.2,0,Afternoon,Medium,0
CUST00030,Female,49,Akola,Online_App,Platinum,8.0,1,10,110,59,Blowout,4,0,1,743.52,993.02,7435.2,0,0.0,1,4.4,0,2,3,1,7,5,5,1.0,0,Afternoon,Low-Medium,0
CUST00031,Female,18,Aurangabad,Online_App,Silver,2.0,1,7,151,71,Threading,4,1,0,1004.19,792.9,7029.33,0,0.0,1,3.7,1,0,1,1,2,8,2,0.25,2,No_Preference,High,1
CUST00032,Female,18,Akola,Walk_In,Silver,8.0,1,7,165,39,Facial,1,0,1,150.0,162.02,1050.0,0,0.0,0,4.6,1,3,2,0,0,3,1,0.33,1,Evening,Low-Medium,0
CUST00033,Female,24,Aurangabad,Walk_In,Gold,6.0,1,16,224,44,Keratin,2,1,2,954.02,1314.78,15264.32,0,0.0,1,3.0,1,5,1,0,0,7,6,0.86,0,Morning,Low,0
CUST00034,Female,40,Pune,Walk_In,Silver,3.0,1,2,331,7,Keratin,2,1,0,1182.29,1241.88,2364.58,1,407.52,1,4.1,0,3,1,0,5,8,3,0.38,0,Evening,Low,0
CUST00035,Female,47,Pune,Referral,Silver,9.0,1,5,53,48,Haircut,4,0,2,150.0,220.0,750.0,2,209.03,1,3.9,0,1,1,0,5,9,1,0.11,2,Afternoon,Medium,0
CUST00036,Male,32,Solapur,WhatsApp,None,,0,3,185,32,Waxing,5,0,0,953.45,1152.01,2860.35,2,729.14,0,2.1,0,1,1,0,0,7,3,0.43,0,Afternoon,High,1
CUST00037,Male,18,Nagpur,Online_App,Silver,4.0,1,1,14,11,Pedicure,4,0,3,150.0,200.94,150.0,1,602.89,0,1.9,0,2,0,0,1,5,3,0.6,0,Morning,High,1
CUST00038,Female,45,Solapur,Online_App,Silver,7.0,1,1,25,35,Cleanup,3,1,1,150.0,162.86,150.0,1,67.17,1,3.5,1,1,1,2,3,7,2,0.29,0,Weekend,High,1
CUST00039,Male,27,Nashik,Online_App,None,,0,15,158,40,Pedicure,5,0,1,1134.72,876.69,17020.8,0,0.0,1,1.7,0,2,0,0,6,4,3,0.75,0,Afternoon,Medium,1
CUST00040,Female,26,Kolhapur,Social_Media,None,,0,3,19,13,Haircut,5,0,1,492.43,532.7,1477.29,0,0.0,0,3.9,0,2,1,3,7,5,3,0.6,1,Weekend,Medium,1
CUST00041,Male,31,Solapur,Online_App,Silver,6.0,1,8,51,51,Cleanup,1,0,1,733.69,889.38,5869.52,0,0.0,0,5.0,0,1,2,0,6,7,1,0.14,0,Morning,Low-Medium,0
CUST00042,Male,34,Akola,Walk_In,Platinum,7.0,1,1,181,18,Blowout,2,0,0,315.97,327.79,315.97,0,0.0,1,3.4,1,0,2,1,10,5,4,0.8,0,No_Preference,Medium,1
CUST00043,Female,43,Akola,Social_Media,Silver,2.0,1,1,155,20,Hair_Color,5,1,1,1170.55,1474.33,1170.55,3,396.17,1,3.5,0,1,1,0,9,1,1,1.0,1,Evening,Low-Medium,0
CUST00044,Female,48,Latur,Online_App,Gold,12.0,1,10,61,82,Massage,1,1,1,527.41,732.56,5274.1,1,514.69,0,2.8,1,3,1,1,7,6,4,0.67,0,No_Preference,High,1
CUST00045,Female,27,Solapur,Walk_In,None,,0,1,88,19,Massage,3,1,2,873.16,913.81,873.16,2,573.25,1,2.5,0,4,3,0,2,6,5,0.83,2,Morning,Medium,1
CUST00046,Female,22,Nagpur,AI_Calling,Platinum,8.0,1,29,66,18,Haircut,2,1,0,766.09,491.72,22216.61,2,711.6,0,3.3,1,2,0,1,4,8,4,0.5,0,Morning,Low,0
CUST00047,Female,42,Solapur,Social_Media,Silver,2.0,1,1,199,7,Waxing,2,1,0,529.62,514.04,529.62,1,243.97,0,5.0,1,2,0,0,4,8,3,0.38,0,Weekend,Low,0
CUST00048,Female,27,Nagpur,Referral,Platinum,8.0,1,1,353,55,Massage,4,1,2,990.85,1069.85,990.85,1,201.51,1,3.3,0,2,0,1,7,6,6,1.0,1,Morning,Low-Medium,0
CUST00049,Male,23,Akola,Phone_Call,Platinum,6.0,1,9,165,45,Keratin,4,1,2,979.97,1363.96,8819.73,1,729.02,0,3.0,0,0,0,0,1,9,1,0.11,0,Weekend,Low-Medium,0
CUST00050,Male,29,Latur,Walk_In,None,,0,3,192,24,Blowout,5,0,0,895.28,1239.14,2685.84,1,698.42,1,3.7,1,2,3,2,2,5,4,0.8,1,Weekend,High,1
CUST00051,Female,29,Pune,Phone_Call,Silver,11.0,1,1,205,28,Waxing,1,0,1,1061.12,1488.83,1061.12,3,97.73,0,5.0,0,1,1,0,3,7,3,0.43,0,No_Preference,Medium,1
CUST00052,Female,46,Nashik,Social_Media,Gold,3.0,1,8,196,54,Blowout,2,0,2,1044.61,629.51,8356.88,1,516.89,1,3.3,0,1,0,0,2,6,4,0.67,0,Morning,Low,0
CUST00053,Female,27,Nagpur,WhatsApp,None,,0,2,188,36,Manicure,1,0,3,244.69,305.03,489.38,2,119.21,0,4.4,2,2,0,0,7,11,1,0.09,1,No_Preference,High,1
CUST00054,Female,37,Nagpur,WhatsApp,Silver,10.0,1,19,27,51,Blowout,1,0,2,1098.22,1058.14,20866.18,1,619.51,1,3.2,0,2,1,0,5,2,1,0.5,0,No_Preference,Low-Medium,0
CUST00055,Female,34,Mumbai,Phone_Call,None,,0,3,93,7,Pedicure,3,0,0,1066.64,989.99,3199.92,0,0.0,1,5.0,0,2,0,1,5,4,1,0.25,0,No_Preference,Low,0
CUST00056,Female,34,Akola,Walk_In,None,,0,7,188,51,Hair_Color,4,0,4,503.83,682.54,3526.81,1,673.02,1,2.9,0,1,1,1,5,6,3,0.5,0,Evening,High,1
CUST00057,Female,42,Aurangabad,Social_Media,Gold,12.0,1,1,43,36,Threading,4,1,0,354.44,453.39,354.44,2,594.29,0,3.5,0,2,1,0,0,8,0,0.0,0,No_Preference,Medium,0
CUST00058,Female,43,Kolhapur,Online_App,None,,0,2,100,52,Detan,4,1,0,1062.19,918.96,2124.38,3,415.72,1,4.0,0,2,2,1,2,3,1,0.33,2,Afternoon,High,1
CUST00059,Female,36,Amravati,AI_Calling,None,,0,15,133,21,Haircut,3,1,3,150.0,176.46,2250.0,1,518.59,0,3.4,1,1,1,0,2,7,2,0.29,1,Weekend,Medium,1
CUST00060,Male,25,Kolhapur,Social_Media,Gold,8.0,1,14,32,35,Cleanup,1,0,1,770.26,1062.88,10783.64,0,0.0,1,2.6,0,2,2,0,3,7,1,0.14,2,Weekend,Low-Medium,0
CUST00061,Male,44,Akola,Phone_Call,Gold,2.0,1,6,17,46,Massage,4,1,0,559.18,778.46,3355.08,2,533.62,1,5.0,0,1,0,1,0,6,1,0.17,0,Morning,Low,0
CUST00062,Male,23,Kolhapur,Phone_Call,None,,0,4,60,56,Massage,4,0,1,150.0,119.67,600.0,0,0.0,1,3.2,0,1,2,1,1,5,4,0.8,0,Evening,High,1
CUST00063,Female,33,Solapur,Phone_Call,None,,0,25,136,46,Detan,1,0,2,1258.72,987.44,31468.0,1,532.11,1,3.8,1,2,1,1,5,9,1,0.11,1,Afternoon,Medium,1
CUST00064,Female,42,Amravati,Phone_Call,Gold,12.0,1,14,174,38,Blowout,3,1,1,150.0,148.99,2100.0,2,407.68,0,3.9,0,2,0,1,0,8,0,0.0,4,Weekend,Low,0
CUST00065,Female,30,Akola,Referral,Silver,10.0,1,18,135,19,Blowout,3,1,1,1557.57,1061.72,28036.26,1,685.45,0,3.2,0,1,2,0,3,8,2,0.25,2,Afternoon,Low,0
CUST00066,Female,18,Amravati,Walk_In,Silver,7.0,1,1,105,38,Keratin,1,0,0,658.59,451.49,658.59,0,0.0,1,4.4,1,3,0,0,6,6,2,0.33,0,Weekend,Medium,1
CUST00067,Female,21,Solapur,Online_App,Silver,5.0,1,9,204,67,Hair_Color,3,0,0,176.84,227.46,1591.56,0,0.0,0,3.1,0,1,2,0,2,7,3,0.43,1,Afternoon,Medium,0
CUST00068,Male,38,Aurangabad,WhatsApp,None,,0,11,84,14,Cleanup,5,1,1,872.59,1100.34,9598.49,0,0.0,0,3.0,0,1,1,0,6,8,3,0.38,2,Evening,Low,0
CUST00069,Female,43,Solapur,WhatsApp,Silver,4.0,1,8,95,69,Haircut,4,0,0,233.79,226.89,1870.32,0,0.0,1,3.1,1,1,3,0,3,4,3,0.75,0,Afternoon,High,1
CUST00070,Female,32,Mumbai,Online_App,Silver,1.0,1,3,29,41,Hair_Color,4,0,1,982.24,1075.2,2946.72,1,393.52,1,4.7,1,0,0,0,3,6,3,0.5,1,No_Preference,Low,0
CUST00071,Female,35,Mumbai,Social_Media,Gold,12.0,1,7,171,11,Cleanup,5,1,0,917.38,879.89,6421.66,1,611.29,1,3.4,1,1,1,0,5,5,3,0.6,0,Morning,Low,1
CUST00072,Male,29,Mumbai,WhatsApp,None,,0,7,240,47,Massage,2,0,1,649.06,554.93,4543.42,0,0.0,1,1.3,1,2,1,0,5,7,5,0.71,1,No_Preference,High,1
CUST00073,Female,27,Pune,AI_Calling,Gold,6.0,1,8,212,34,Manicure,1,1,0,1265.34,1832.56,10122.72,1,606.9,1,3.6,1,2,0,1,2,7,1,0.14,1,Morning,Low,0
CUST00074,Female,26,Akola,AI_Calling,Silver,5.0,1,4,160,7,Cleanup,4,0,0,1070.81,1138.74,4283.24,1,315.7,0,4.3,0,0,1,0,4,4,0,0.0,0,No_Preference,Low-Medium,0
CUST00075,Female,50,Latur,Walk_In,None,,0,3,155,42,Waxing,5,1,2,348.34,314.72,1045.02,1,430.85,1,3.7,0,0,0,1,5,3,3,1.0,0,Morning,Medium,1
CUST00076,Female,42,Nagpur,Online_App,Silver,3.0,1,1,309,91,Keratin,1,1,1,1022.4,1504.22,1022.4,1,797.89,1,1.5,0,0,1,0,3,5,3,0.6,0,Weekend,High,1
CUST00077,Male,33,Akola,Online_App,Silver,7.0,1,9,196,24,Waxing,4,0,2,531.64,745.02,4784.76,1,253.21,1,3.1,2,3,1,1,2,4,3,0.75,0,Morning,High,1
CUST00078,Female,20,Aurangabad,Online_App,None,,0,8,98,18,Hair_Color,2,1,3,798.97,744.25,6391.76,1,550.14,0,3.0,0,1,4,0,0,10,2,0.2,1,Weekend,High,1
CUST00079,Female,18,Aurangabad,WhatsApp,None,,0,1,76,46,Cleanup,2,1,0,713.35,431.44,713.35,1,484.13,0,2.5,1,1,1,1,4,9,5,0.56,1,Morning,High,1
CUST00080,Female,39,Pune,AI_Calling,None,,0,1,47,45,Waxing,2,1,1,1290.58,1747.88,1290.58,2,316.19,1,4.3,2,1,3,0,5,1,1,1.0,1,Morning,High,1
CUST00081,Male,40,Akola,AI_Calling,Gold,4.0,1,3,69,63,Manicure,5,1,3,446.81,352.85,1340.43,0,0.0,0,3.3,0,1,0,1,5,8,1,0.12,0,Afternoon,High,1
CUST00082,Male,31,Solapur,WhatsApp,Silver,5.0,1,5,95,19,Haircut,2,1,0,157.98,164.15,789.9,1,480.72,0,4.2,0,2,1,0,8,10,4,0.4,0,No_Preference,Low,0
CUST00083,Female,32,Kolhapur,Phone_Call,Platinum,8.0,1,3,161,66,Haircut,3,0,1,354.71,271.19,1064.13,1,115.26,1,2.9,1,2,0,2,2,6,2,0.33,0,Morning,High,1
CUST00084,Male,40,Solapur,Social_Media,Silver,11.0,1,2,163,34,Blowout,3,1,0,982.02,1132.98,1964.04,0,0.0,1,4.4,1,3,1,1,4,7,6,0.86,1,Evening,Medium,0
CUST00085,Male,51,Pune,Online_App,Gold,5.0,1,14,140,50,Blowout,2,0,1,606.23,592.12,8487.22,1,271.74,0,3.1,0,1,0,1,4,9,3,0.33,1,Weekend,Low-Medium,0
CUST00086,Female,27,Amravati,Phone_Call,None,,0,3,274,27,Detan,5,1,1,1488.74,1899.72,4466.22,0,0.0,1,3.2,1,2,1,0,4,9,1,0.11,0,No_Preference,High,1
CUST00087,Female,19,Akola,Online_App,Silver,1.0,1,1,106,30,Detan,4,1,3,978.35,938.79,978.35,0,0.0,0,3.8,0,2,0,0,5,5,2,0.4,1,Weekend,Medium,1
CUST00088,Male,25,Mumbai,AI_Calling,None,,0,1,73,48,Manicure,1,1,0,161.76,181.15,161.76,1,206.79,1,4.1,0,2,1,2,3,5,4,0.8,0,Weekend,High,1
CUST00089,Female,32,Solapur,Phone_Call,None,,0,7,75,43,Waxing,3,0,2,855.59,549.38,5989.13,0,0.0,0,3.7,0,4,2,0,6,3,2,0.67,0,Weekend,Medium,1
CUST00090,Female,26,Kolhapur,Online_App,None,,0,12,205,30,Threading,4,1,2,796.62,836.79,9559.44,3,572.52,0,3.2,0,1,1,0,3,6,5,0.83,1,Weekend,Low-Medium,0
CUST00091,Male,28,Akola,Online_App,Gold,9.0,1,9,237,13,Keratin,1,0,0,479.9,389.44,4319.1,1,365.0,0,3.3,2,1,1,0,11,5,2,0.4,0,Weekend,Low-Medium,0
CUST00092,Male,25,Nashik,Referral,None,,0,1,189,15,Massage,4,1,1,150.0,135.14,150.0,1,161.94,1,3.2,0,0,1,0,0,4,0,0.0,1,Weekend,High,1
CUST00093,Male,35,Nashik,AI_Calling,Gold,4.0,1,8,44,20,Keratin,4,0,0,877.77,591.46,7022.16,1,176.8,1,5.0,0,0,1,0,4,11,0,0.0,0,Afternoon,Low,1
CUST00094,Female,38,Mumbai,Online_App,Gold,12.0,1,1,168,21,Detan,3,1,2,1042.62,1191.54,1042.62,1,519.0,0,5.0,1,1,1,0,3,3,2,0.67,0,Weekend,Low-Medium,1
CUST00095,Male,21,Nashik,Social_Media,Silver,9.0,1,26,0,69,Hair_Color,5,1,1,678.31,740.73,17636.06,2,678.15,1,3.3,1,1,0,2,3,6,1,0.17,3,No_Preference,Low-Medium,0
CUST00096,Female,28,Pune,Referral,Gold,1.0,1,6,183,39,Massage,5,1,1,737.67,694.87,4426.02,0,0.0,0,2.7,1,0,0,1,9,9,3,0.33,0,No_Preference,High,1
CUST00097,Female,49,Akola,Social_Media,Silver,5.0,1,12,37,34,Hair_Color,3,0,0,1670.78,1816.53,20049.36,0,0.0,0,2.9,0,0,1,1,5,5,4,0.8,1,Weekend,Medium,1
CUST00098,Female,35,Akola,Referral,Gold,9.0,1,27,282,38,Massage,4,0,2,782.85,1152.66,21136.95,2,316.05,0,2.6,0,1,4,0,8,6,1,0.17,0,Evening,High,1
CUST00099,Male,29,Nashik,WhatsApp,Gold,4.0,1,6,0,36,Cleanup,2,1,1,770.25,517.11,4621.5,0,0.0,1,4.8,0,1,1,2,5,7,4,0.57,0,No_Preference,Low-Medium,0
CUST00100,Male,37,Solapur,Walk_In,Gold,12.0,1,13,170,58,Hair_Color,1,1,1,616.22,624.48,8010.86,1,213.63,0,3.3,2,1,0,0,5,4,2,0.5,0,No_Preference,Medium,1
CUST00101,Female,30,Nagpur,WhatsApp,Gold,3.0,1,1,11,20,Keratin,5,1,1,655.77,397.79,655.77,0,0.0,1,2.2,0,2,2,1,6,14,1,0.07,0,Morning,High,1
CUST00102,Female,18,Nashik,Phone_Call,Silver,9.0,1,1,306,29,Threading,3,1,2,211.44,136.56,211.44,1,520.81,1,3.5,1,0,1,0,2,10,2,0.2,0,No_Preference,High,1
CUST00103,Male,44,Amravati,Phone_Call,Gold,6.0,1,16,0,46,Facial,5,1,0,1219.88,1263.09,19518.08,1,207.58,0,2.4,0,2,0,0,9,5,5,1.0,0,Morning,Low,0
CUST00104,Male,18,Kolhapur,Social_Media,None,,0,7,138,34,Detan,3,0,1,1023.99,989.82,7167.93,3,657.62,1,5.0,0,0,1,0,1,6,1,0.17,0,Afternoon,Medium,1
CUST00105,Male,24,Akola,AI_Calling,None,,0,8,24,7,Blowout,1,0,0,371.41,409.17,2971.28,0,0.0,1,2.4,1,2,1,0,0,3,0,0.0,1,Weekend,High,0
CUST00106,Female,36,Solapur,AI_Calling,None,,0,3,67,38,Haircut,2,1,3,845.15,1061.83,2535.45,2,353.99,0,2.8,0,1,1,0,6,8,3,0.38,0,Afternoon,High,1
CUST00107,Female,36,Akola,Social_Media,Gold,7.0,1,15,183,44,Waxing,1,0,1,395.35,259.87,5930.25,2,637.41,0,2.5,0,1,2,0,0,10,1,0.1,1,Morning,Low-Medium,0
CUST00108,Female,24,Pune,Phone_Call,Gold,7.0,1,7,172,7,Detan,2,0,3,1078.68,1028.86,7550.76,0,0.0,0,2.8,0,2,2,0,2,7,0,0.0,0,Afternoon,High,1
CUST00109,Male,34,Kolhapur,Walk_In,Platinum,5.0,1,2,79,44,Haircut,3,0,0,164.54,98.76,329.08,2,139.36,0,3.1,2,0,0,0,7,6,2,0.33,0,No_Preference,High,1
CUST00110,Female,43,Solapur,Social_Media,None,,0,12,115,35,Waxing,2,0,1,150.0,195.64,1800.0,1,63.71,1,3.9,1,1,0,0,5,6,1,0.17,1,No_Preference,Medium,1
CUST00111,Male,21,Solapur,Walk_In,Gold,8.0,1,1,45,15,Detan,3,0,0,664.91,840.51,664.91,2,652.24,0,2.3,0,1,1,0,1,12,2,0.17,0,Evening,High,1
CUST00112,Female,32,Latur,Walk_In,Silver,6.0,1,3,223,68,Cleanup,5,0,1,1149.12,760.87,3447.36,1,197.52,0,3.9,0,2,0,1,0,7,2,0.29,1,Afternoon,Medium,1
CUST00113,Female,24,Amravati,Social_Media,Silver,1.0,1,2,168,31,Waxing,1,0,1,879.71,655.85,1759.42,0,0.0,1,3.3,1,3,2,0,3,9,2,0.22,0,No_Preference,High,1
CUST00114,Female,47,Pune,AI_Calling,Gold,1.0,1,15,0,42,Haircut,3,1,2,484.7,615.74,7270.5,1,514.4,0,3.5,0,0,1,0,8,5,0,0.0,0,Weekend,Low-Medium,0
CUST00115,Female,21,Mumbai,Phone_Call,None,,0,1,186,50,Pedicure,4,0,0,174.48,165.57,174.48,2,183.81,1,2.4,0,5,0,1,5,5,3,0.6,0,No_Preference,High,1
CUST00116,Male,33,Amravati,Referral,Gold,6.0,1,15,293,7,Manicure,5,1,4,560.51,604.92,8407.65,4,493.79,1,2.9,0,0,0,0,1,7,2,0.29,0,No_Preference,Low,0
CUST00117,Female,18,Kolhapur,Social_Media,None,,0,5,0,35,Facial,4,1,0,752.55,494.27,3762.75,1,637.25,1,3.0,0,1,3,0,8,8,3,0.38,0,Evening,High,1
CUST00118,Female,44,Aurangabad,Online_App,Silver,1.0,1,27,204,7,Cleanup,2,1,1,1155.86,1406.29,31208.22,1,178.93,0,3.6,0,1,3,1,2,3,2,0.67,0,Weekend,Low,0
CUST00119,Female,39,Akola,Referral,Silver,10.0,1,5,125,40,Cleanup,4,1,0,917.36,941.89,4586.8,1,788.49,1,2.9,0,0,0,0,4,4,1,0.25,0,Weekend,Medium,1
CUST00120,Female,43,Aurangabad,Online_App,Platinum,7.0,1,22,91,28,Haircut,2,0,1,1169.21,1506.86,25722.62,0,0.0,1,2.6,1,1,1,0,3,11,3,0.27,0,Afternoon,Low-Medium,0
CUST00121,Female,25,Nagpur,Social_Media,Gold,7.0,1,1,191,32,Massage,4,1,1,592.92,552.26,592.92,2,112.42,1,3.6,1,5,2,0,2,6,2,0.33,0,Afternoon,Medium,1
CUST00122,Female,18,Aurangabad,Phone_Call,Silver,2.0,1,3,39,32,Hair_Color,2,1,0,672.82,557.95,2018.46,0,0.0,1,2.9,0,1,2,0,4,1,1,1.0,2,No_Preference,Low-Medium,0
CUST00123,Female,40,Pune,AI_Calling,Silver,5.0,1,23,122,30,Massage,4,1,0,150.0,127.67,3450.0,0,0.0,1,4.0,0,0,1,2,3,4,4,1.0,1,Afternoon,Low,0
CUST00124,Male,36,Amravati,Referral,None,,0,1,0,29,Keratin,4,1,0,503.32,435.81,503.32,1,229.73,1,3.2,0,0,0,0,4,4,3,0.75,2,Evening,Low-Medium,0
CUST00125,Male,42,Kolhapur,AI_Calling,Gold,7.0,1,3,138,38,Manicure,4,1,2,414.86,583.29,1244.58,0,0.0,0,2.4,1,2,2,1,1,5,3,0.6,1,Afternoon,High,1
CUST00126,Female,24,Kolhapur,Online_App,Silver,3.0,1,22,5,7,Cleanup,2,0,0,150.0,124.29,3300.0,1,699.67,1,3.4,1,1,0,1,5,7,1,0.14,1,Afternoon,Low,0
CUST00127,Female,34,Kolhapur,AI_Calling,None,,0,15,110,31,Hair_Color,4,1,3,1111.89,1582.87,16678.35,0,0.0,1,4.9,0,1,1,0,0,6,2,0.33,0,Morning,Low,0
CUST00128,Female,18,Kolhapur,Phone_Call,None,,0,8,0,51,Cleanup,5,1,1,467.42,626.98,3739.36,2,127.41,1,4.2,0,1,2,0,5,7,4,0.57,0,Evening,Medium,1
CUST00129,Female,29,Nagpur,Referral,Platinum,1.0,1,50,86,12,Haircut,3,1,3,885.18,1046.82,44259.0,2,91.33,1,4.5,0,3,2,0,1,6,3,0.5,0,Evening,Low,1
CUST00130,Male,31,Mumbai,Social_Media,Gold,10.0,1,2,164,41,Hair_Color,3,0,1,1433.15,1290.57,2866.3,2,486.9,1,3.0,0,0,0,1,3,8,1,0.12,1,Morning,High,1
